Pressure (hPa),Delta_theta (K),Delta_Temp (K),Delta_qv (g/kg),Delta_RH (%),Delta_qliq (g/kg),Delta_qice (g/kg),Delta_qsnow (g/kg),Delta_qrain (g/kg),Delta_qgraupel (g/kg)
1003.5790071658564,-0.15956920208151359,-0.15973211698866407,-0.36013815981836927,-0.14727926675334402,0.0,0.0,0.0,0.0,0.0
996.41402441262312,0.15956976991446936,0.15940611894035328,0.36013888047558673,0.98497616490141127,3.2973738947640871e-93,0.0,0.0,-0.00029329245488307447,-2.397024107639808e-08
989.2484027980131,0.16300885731800463,0.16250632650530861,0.36395206701216587,1.0324043655127042,1.8081801415180837e-77,0.0,0.0,-0.00028173162540592617,-2.7524833445537457e-08
982.00795783398439,0.16264126734949969,0.16180001609194505,0.36496788357705157,1.0734481256997555,4.5970209008671099e-73,0.0,2.68327052256381e-320,-0.00027252955591874472,-3.1733609358389774e-08
974.61313365461172,0.16221272238124129,0.16102565447511097,0.36313114568254257,1.1014509499451179,-2.554073847538669e-54,0.0,-4.0466926995762691e-281,-0.00026552239236161349,-3.6697661608133674e-08
966.93843588156642,0.16190994505598155,0.16036256479947042,0.36038593620628667,1.1264091668133744,3.200551083736546e-35,0.0,-8.0762887632948641e-274,-0.00025977262206857733,-4.2708521333736194e-08
958.83257614239983,0.16215633092548387,0.16022087614476277,0.35617989218394541,1.144388199668839,8.0581035434707007e-15,0.0,-1.2056531688968947e-259,-0.00025512097950815011,-5.0142889264600594e-08
950.13864093638267,0.16377888706125532,0.16140359890403033,0.34867061089024709,1.1408705151309277,4.0082073304861841e-11,4.363785410328226e-319,-1.5828035298902145e-251,-0.000251444914985831,-5.9604887672673833e-08
940.72237900342327,0.16797953782531749,0.16507305440717346,0.33532080160624922,1.0933024346305302,1.0912916292725409e-07,-4.3871431172405875e-300,-5.0828546181049648e-226,-0.00024925017982119387,-7.1925734117308842e-08
930.496038276695,0.17735941174186109,0.17374734425334282,0.30860848257951901,0.93502256632834246,1.7537959774150467e-05,7.6224752424847562e-275,-1.5620103940425799e-199,-0.00024579703790920688,-8.8359856047085012e-08
919.42636239465617,0.19677187624972703,0.19210664132998545,0.27049265681872114,0.64509293936886536,8.0895511695991748e-05,5.1153565439134182e-269,-2.5953805253779666e-200,-0.00024578151666649999,-1.1192758624674425e-07
907.515870989728,0.21843594426707114,0.21246432310596219,0.24058038852520269,0.39665873547316721,0.00014646341965940499,1.025407567151785e-257,-1.8636710455653259e-175,-0.00024952823551232552,-1.4472101410769332e-07
894.75969176552348,0.24335017881998056,0.2357423340808964,0.22430138775144393,0.22286312125343954,0.00019213945989671167,8.3687548561342116e-233,-4.5778546328988967e-170,-0.0002521091954733011,-1.9171483677128261e-07
881.10775479854783,0.28326258149024852,0.27320450536990393,0.17477373313970368,-0.27379486054286417,0.00016149129238540488,-8.4478786348879146e-230,-1.9143226596997797e-149,-0.00025774782829688942,-2.6229123103698767e-07
866.45498259601288,0.33919305364082675,0.32558572094933425,0.091109367631434068,-1.1135132074146554,9.3940748566932655e-05,4.34755457923164e-207,-5.6890030291311215e-132,-0.00026752015984089945,-3.7486726134362383e-07
850.66872420888467,0.41050726056744224,0.39197496962776768,0.039594630971436118,-1.7544582471979453,1.5897125806034387e-05,3.1398176272151347e-191,-6.805018606812019e-119,-0.00028326137065116247,-5.6657787841624323e-07
833.64559388934572,0.45474462283647199,0.43171537757842771,0.081049514756552199,-1.463018675518839,-7.04006891916421e-05,7.9039647324921518e-164,-1.4698738341241467e-112,-0.00031688349788926325,-9.1802478165490887e-07
815.36890159117854,0.45501051240290735,0.42924132593731201,0.17390642381544907,-0.5293630807548908,-0.00012895309758322732,-6.5952086509315411e-164,-2.9963158827506589e-99,-0.00037716428242716427,-1.6062134939949153e-06
795.94597919194848,0.45001089276473749,0.42161147422558543,0.24198192305845456,0.22953983468559613,-0.00018390041143251162,-9.8965427236141297e-146,-1.127496387620305e-88,-0.00046718364541549658,-3.0802233952590244e-06
775.60658797742315,0.46068974583448608,0.42843689260422479,0.26912950864853702,0.58383131042057812,-0.00020018778085006787,-6.4039705717191598e-112,-1.0863408521511114e-72,-0.00058196047581138277,-6.5807257537078833e-06
754.65955126406607,0.49404757823441514,0.45588030693568271,0.26188325750854613,0.53144083937574749,-0.00020751230042533107,-6.8316532496720135e-108,-2.7931304409947939e-55,-0.00073665808946386628,-1.5696769205266079e-05
733.43070267335133,0.53696996675938635,0.49146492881089898,0.23494639499269354,0.2303149144071881,-0.00020001725424633821,-2.5034539981508967e-95,-6.4115123262573856e-16,-0.00090892518433188969,-4.1278788232141687e-05
712.20761947503922,0.56891181708306249,0.5163509785186875,0.20450828704599555,-0.085566372773897115,-0.00015584045118949329,-2.3226116479809916e-80,-5.6945696283756027e-12,-0.0010441056516156434,-0.00011593037406178698
691.20791049555862,0.58832430038256689,0.52942475447883908,0.17619658488051293,-0.34512543599647927,-0.0001191244861989179,-1.1935625677056107e-71,-1.4200528631748658e-09,-0.0010622562222939985,-0.00032931985976544477
670.573686473821,0.61399534760079177,0.54776341475161416,0.14235540421729187,-0.72741699926932313,-8.8074596773882532e-05,-2.7892974040558654e-52,-1.4507192233527957e-07,-0.00085097330113443129,-0.00086073722623234718
650.383924724449,0.67024199369848247,0.59274425347626902,0.098823140371589346,-1.4403387302954656,-6.3110220877584462e-05,-2.1996611980917512e-32,-6.3979623582717159e-06,-0.00041455756692248408,-0.0017093571854023652
630.67402811686134,0.77714029763831149,0.68126761732560226,0.062670027730259648,-2.3998617485763987,-7.4602182129633967e-05,-1.8524641470657039e-13,-5.3903681375513597e-05,-0.00047963804567993391,-0.0012779159861625033
611.45428233122652,0.84399778903843981,0.73336552048783687,0.090185762776490819,-2.3134069257412904,-9.6307189196234212e-05,-9.9333863710320563e-11,-7.0168975756253042e-06,-0.00071245636329583979,-0.0005583690412548914
592.71920884622148,0.75135996028819818,0.64709335832844772,0.15869887035431951,-0.64926302731088015,-0.0001241716777770469,-2.8242294476155734e-09,-0.00015935435352010306,-0.00059810289357507384,-0.0014004265052767178
574.45505226858313,0.67396529652717163,0.57527284882809226,0.17741558043224037,0.26123143264953796,-0.00015529844755891062,-7.2899140140375887e-08,-0.00037201770492463048,-0.00041842773983423367,-0.0018591437663956836
556.65260004906315,0.62773362647635622,0.53101484040399782,0.18694423474249566,0.95111250933670988,-0.00014575298671190844,-2.8818871846049438e-07,-0.00066894149350462751,-0.00018130269418466238,-0.0021724925101352464
