Pressure (hPa),theta (K),Temp (K),qv (g/kg),RH (%),qliq (g/kg),qice (g/kg),qsnow (g/kg),qrain (g/kg),qgraupel (g/kg)
691.20791049555862,309.34574655823297,278.37588182942892,5.4061007333017601,66.928928445312025,0.0012368601299520205,1.201100804442633e-71,1.5911013567496276e-09,0.011252976710256518,0.00077169200932099356
670.573686473821,310.484642325442,276.99253515957275,5.0252474258075877,66.553579535342777,0.0011171378920807702,2.8540076846649714e-52,1.7203007671752634e-07,0.010362882605242102,0.0021756707613972805
650.383924724449,311.61598615484297,275.58491831495468,4.7034345254479275,66.806182366154005,0.0010252827532132459,2.2254790708868747e-32,8.2885939888281496e-06,0.0084918693148561767,0.0052733580435799197
630.67402811686134,312.64712117064664,274.07710030082876,4.4679169626324997,68.622912110656571,0.0009724270307278867,1.9342953646416351e-13,0.0001024812914907881,0.0064142249663375417,0.0084195907248091756
611.45428233122652,313.57642596504775,272.47244225904876,4.245450619988727,71.107951005389552,0.00095627030825758054,1.0648933219402738e-10,0.00010664595975536339,0.0056254768356857549,0.008713798795345928
592.71920884622148,314.51562778116482,270.87013493456334,3.9582851549735416,72.376575201685455,0.00098547337081111093,4.066020523613322e-09,0.00026910292105254853,0.0049867653605522077,0.0096663406893825483
574.45505226858313,315.44883063711768,269.25592221911529,3.6770548159165535,73.57156525527148,0.0011043231013752378,1.0007215967381691e-07,0.00064194192943327474,0.0043234585959118629,0.011046036517266964
556.65260004906315,316.51038170236848,267.743677791072,3.4029330587810596,74.029765321011666,0.0011862535750270884,5.6639191270241793e-07,0.0012673239620796261,0.0035023016217720629,0.012630613205254994
539.30779530302743,317.63824906916778,266.27926491500409,3.1419188979810535,74.136030915806202,0.0012135863775667231,7.8419659605802322e-07,0.0022315643313219882,0.0027268311849800728,0.01428252398131033
522.41380552772557,318.72938679576009,264.77603381649146,2.8856988058489978,74.168730541834051,0.0012354619410430824,5.9933449608445205e-07,0.0035806769835798531,0.0024471823237273748,0.015457730323194942
505.96150436091227,319.79817649133884,263.24680059938021,2.6341965134574474,74.00002517185483,0.0012271779553625134,3.0317643720856411e-07,0.0054420133409746373,0.0024251507852924457,0.01640200300139245
489.94149636014373,320.85145967122514,261.69773294710564,2.3890300515703777,73.574961866261177,0.001180767219532146,1.2606111952059062e-07,0.0078395500148527187,0.0024236663978609374,0.017246490143849238
474.34417837126739,321.90006080247923,260.13795081098152,2.1533026611816437,72.873250154656631,0.0011008636121943754,8.6617504992676731e-08,0.010764034416215663,0.0023845827695224381,0.018013983225781991
459.15946906760792,322.91536890798807,258.54456533770258,1.9293584177996788,72.063138883174005,0.00099843528990594169,1.1589218173808129e-07,0.014097897619470515,0.0022909952073705921,0.018696915736094926
444.37690147340521,323.89321164152267,256.91481741165649,1.7185506769016066,71.178582403642849,0.00088973571900330091,1.8433367825012516e-07,0.017738444844499227,0.0021396653808968542,0.019303212292377095
429.98697286626538,324.86377336097212,255.2731726048176,1.5165796792366515,69.8495090190859,0.00076864826111734056,2.9213310502491452e-07,0.021576774038568912,0.0019277691780144369,0.019824530338952498
415.97927830645477,325.76234372367321,253.56913352023909,1.3254194042980474,68.376844574933884,0.00065203832985063549,4.6035704133542964e-07,0.025821100408552042,0.0016594461031399093,0.020315264653985581
402.34207106309435,326.58804475297245,251.80302275500603,1.152318995334048,67.087641156770459,0.00054689167534451987,7.2134360541035917e-07,0.030348414258976903,0.0013445321837976588,0.020799736472298304
389.06580822189585,327.38938504967552,250.01320280059358,0.99898573757167941,65.926075906231219,0.00044679255248302716,1.1052886916756585e-06,0.034648738918664677,0.00099228406163792628,0.021264752064898956
376.14288707230742,328.14530386308019,248.18429288280748,0.8607178740972774,64.771832140178731,0.00035577082633447561,1.6692956258974384e-06,0.038614927077344992,0.000634319394769362,0.021683065210770167
363.56583823404338,328.87944110880414,246.33500636118919,0.73067611493136497,62.985777322157986,0.00027139187294634846,2.4384187654157166e-06,0.042442820537842339,0.00032359892761909935,0.022018261293741979
