Pressure (hPa),theta (K),Temp (K),qv (g/kg),RH (%),qliq (g/kg),qice (g/kg),qsnow (g/kg),qrain (g/kg),qgraupel (g/kg)
1003.5790071658564,303.45834885192545,303.76824149161018,33.671900612240158,118.16774801904081,0,0,0,0,0
996.41402441262312,298.84164986261868,298.53511339137697,15.208790953120385,72.719952820569375,5.1827281907521601e-96,0,0,0.007051221,1.1851522886238959e-07
989.2484027980131,298.5807910530886,297.6583838408348,15.094356645635356,75.603478833337633,4.2048072219836481e-78,0,0,0.006789244,1.359787500759441e-07
982.00795783398439,298.6885165021248,297.1387739032478,15.002066044211118,77.005403807502546,7.5611281772956039e-71,0,0,0.006667267,1.5782648580127052e-07
974.61313365461172,298.71242607069593,296.51862024011854,14.959723729161288,79.176461969207693,5.0179061667047953e-56,0,7.9115062491609555e-299,0.00668889,1.8435512244730773e-07
966.93843588156642,298.74422933128386,295.87800033324589,14.904413075297347,81.425321348022081,1.4154029898654433e-37,0,1.1371418249843137e-299,0.006768687,2.170242084657072e-07
958.83257614239983,298.7770506656363,295.1962054,14.835679744263034,83.846951663705198,4.447107830161255e-16,0,1.2660341090931439e-274,0.006922903,2.5801976180639496e-07
950.13864093638267,298.81741056678698,294.46490593001829,14.742826507862443,86.422456148630076,1.2176935458325505e-11,0,1.4698540000031192e-264,0.007125327,3.1044385966584359e-07
940.72237900342327,298.87360107232894,293.67900190193501,14.595930650518877,88.995357570814733,3.0996925728246147e-08,7.2479430244910868e-321,9.6731473644407756e-263,0.007383591,3.7910713533028435e-07
930.4960383,298.94970520606103,292.83286196021368,14.361474626844046,91.366851988167653,4.574078165567748e-05,2.2052623207917962e-306,1.2618938782202864e-236,0.007681112,4.7055004274881692e-07
919.42636239465617,299.1559877132625,292.02890406596248,13.881642789552229,91.829407604657305,0.001564154,2.259977029122218e-277,5.4331482312725199e-226,0.008026168,5.944975160816855e-07
907.515871,299.50592591365199,291.27666759965973,13.186469017201659,90.319956424800012,0.003511303,5.8557256772775976e-272,4.0027277631126938e-191,0.008397515,7.6307097469846559e-07
894.75969176552348,299.91199192443582,290.48649580840697,12.451475003523933,88.438986960066686,0.004345322,3.3996209083570205e-247,1.8792210057796307e-181,0.008819752,9.9683506748433786e-07
881.10775479854783,300.38441652549807,289.65967697026946,11.773031876293127,86.834644319794251,0.004781629,2.3669646573485334e-237,6.291168396355187e-178,0.009309484,1.3289940121138431e-06
866.45498259601288,300.87716489494738,288.73732794625505,11.206642181767469,86.276388826827372,0.005406261,3.4585965969687248e-212,1.3406767036089278e-156,0.009885396,1.8194098929079465e-06
850.66872420888467,301.49178856249159,287.79868849448354,10.713963899363923,86.079454859578746,0.006085626,9.6422519725649677e-198,2.6682794472759201e-132,0.010539850449531724,2.5828020518673897e-06
833.64559388934572,302.25079995624515,286.84744036049545,10.230563288490279,85.725492151609245,0.006442143,1.1798799230924139e-169,6.0431799929750062e-121,0.011240571791828913,3.8529837417063581e-06
815.36890159117854,303.03524245163374,285.76017533744738,9.7168093773371584,85.556426449187057,0.006699542,5.0843756501541839e-162,1.9133854796911272e-103,0.012015626339982594,6.1343348546990541e-06
795.94597919194848,303.8837884198627,284.5753367986083,9.158694634814486,85.178180895466085,0.006725806,5.835351247451803e-151,3.0178296899002543e-91,0.012885335525555474,1.0591678801834163e-05
775.60658797742315,304.81853126475369,283.32757157727366,8.5573834050451509,84.329683931325008,0.006464588,5.5598196077712155e-116,3.970343706124899e-77,0.013795695535477118,2.0142255014398932e-05
754.65955126406607,305.83443334407929,282.03534613939502,7.9245148511267507,82.940116082731677,0.005843942,1.5261280823861506e-111,2.3700803230719418e-61,0.014638433637982928,4.2686397524052864e-05
733.43070267335133,306.91100838290481,280.7071179,7.2782895749819803,81.081129526081767,0.004872084,1.0224010265187878e-94,2.9008343215308564e-37,0.015262857097960669,0.000101283
712.20761947503922,308.02242511718617,279.34557614072025,6.6411515865046526,78.937146338711983,0.00376885,1.9350938125194335e-74,1.6489290955586036e-12,0.015478647084940199,0.000266484
691.20791049555862,309.14855234218743,277.95404932851699,6.033219064625273,76.707984239110928,0.002772934,3.9758944409887206e-60,7.8554404173244662e-10,0.015033243946024833,0.000752771
670.5736865,310.28384955320706,276.54288276199361,5.4650226298805702,74.478977851014562,0.002019655,1.1328858973544878e-36,9.2379197151434783e-08,0.013613805953729909,0.002122907
650.3839247,311.37452148108588,275.07380710582748,4.9528007026312544,72.712866212042869,0.001565861,6.6177006520028763e-34,4.2358539866120856e-06,0.011078442946767738,0.005089048
630.67402811686134,312.35209554015381,273.49282075725858,4.5349042724179842,72.384257842381871,0.001364759,1.8323836997062132e-13,2.6575981680370601e-05,0.009096379,0.0067023
611.45428233122652,313.22511286986332,271.8123264437167,4.1908902592908763,73.364204299992792,0.001309726,8.7952522681459189e-11,2.8022400631321531e-05,0.007973203,0.006775373
592.71920884622148,314.08692891936255,270.1159147,3.8622320074452428,74.351563102577032,0.001370799,6.0926543298490169e-09,8.7789397607680134e-05,0.007077996,0.007566122
574.45505226858313,314.95195574980295,268.41613770681016,3.5571935713054699,75.447155197609874,0.001507166,1.2435532282910211e-07,0.000251522,0.00631386,0.008705373
556.65260004906315,315.89851345912473,266.7793103473316,3.267932480626103,76.118493508553087,0.001639898,2.9978223889029062e-07,0.000598087,0.005674237,0.009899983
539.30779530302743,316.8790282510052,265.1643900233845,2.9919283353723367,76.520051366833059,0.001735263,2.5915167836068552e-07,0.001221093,0.005289101,0.010868997746408938
522.41380552772557,317.80484289769873,263.49736558091308,2.7291560568872137,77.077560982881494,0.001800657,1.5080105523326701e-07,0.002279641,0.005088367,0.011652640981333597
505.96150436091227,318.70999668612887,261.8073794361494,2.4789422858563741,77.586120890565937,0.001821894,1.097738917286752e-07,0.003995509,0.004914412,0.012407538676729257
489.94149636014373,319.62470634207284,260.1194637854465,2.2390260183095281,77.785045370973535,0.001798049,1.4520541706303589e-07,0.006513906,0.004679396,0.013147366194591203
474.34417837126739,320.54755382548097,258.43227230276602,2.0082818799432625,77.57834690556561,0.001722335,2.4310448237007632e-07,0.009874568,0.004340625,0.013848560777626803
459.15946906760792,321.43759027653454,256.71278164854516,1.788431277845228,77.170487189669331,0.001605805,4.1312485752147554e-07,0.014076304457542895,0.003878892,0.014520671337614151
444.37690147340521,322.2897756027981,254.95746554616724,1.5822458345086028,76.650179345978856,0.001464488,6.900705682184457e-07,0.019052994148727399,0.003292381,0.015189461861951904
