Pressure (hPa),Delta_theta (K),Delta_Temp (K),Delta_qv (g/kg),Delta_RH (%),Delta_qliq (g/kg),Delta_qice (g/kg),Delta_qsnow (g/kg),Delta_qrain (g/kg),Delta_qgraupel (g/kg)
1003.5790071658564,-0.17761988775981763,-0.17780127375925758,-0.42179747761083775,-0.23515691386158721,0.0,0.0,0.0,0.0,0.0
996.41402441262312,0.1776220560859656,0.17743986047065619,0.42179532962835431,1.2069598469217908,-7.2000139804642456e-96,0.0,0.0,0.00011017731633656928,-4.1850206366179702e-08
989.2484027980131,0.18135162963920948,0.18079137909347764,0.42497752163415647,1.2659628896575299,7.7526210751806979e-81,0.0,0.0,0.0001082863545425073,-4.6871035246093119e-08
982.00795783398439,0.1832063192510418,0.18225575496211377,0.42138699516096345,1.274388698171407,-1.4382525519027125e-70,0.0,0.0,0.00010941589821435258,-5.3277898485110813e-08
974.61313365461172,0.18328402491437146,0.18193794913241845,0.41732851143344973,1.2934316438068123,5.0786723370528562e-55,0.0,-1.5823012498321911e-298,0.00011557745537530209,-6.112513538254136e-08
966.93843588156642,0.18452562543114936,0.18275523910546099,0.41048833122656703,1.2937153632674523,5.527757461635475e-34,0.0,-2.2742778840554145e-299,0.0001233649998343047,-7.0777671490771126e-08
958.83257614239983,0.18655388397900197,0.18431803422367921,0.40213742329990332,1.2837794492061221,5.1624752504686799e-15,0.0,-2.5320682181862878e-274,0.00013465017881021321,-8.2887401714981641e-08
950.13864093638267,0.19065489449781126,0.18787785981720617,0.38948516096111696,1.2404043080961458,8.6344267711761837e-11,0.0,-2.939707996881161e-264,0.00014769454452661594,-9.8324799530501593e-08
940.72237900342327,0.19877734979519346,0.1953224824109725,0.36772119227676292,1.1221904157323479,1.6963677820309496e-07,-4.2355545130049848e-307,-1.1283846225059647e-263,0.00016194329120924889,-1.185110052722022e-07
930.496038276695,0.21702654807086219,0.21258594367611749,0.32539402532271744,0.81538451654057553,0.00019552999162560325,-6.1899184265323241e-298,-2.5232324825545079e-236,0.00017539590723849273,-1.4541397378301461e-07
919.42636239465617,0.25058144612904698,0.24461160096342383,0.26954309038382362,0.32737483175652926,0.00076359000988361603,-1.1098786509086783e-286,-1.0866291287583891e-225,0.00018028284312432245,-1.8217388812178827e-07
907.515870989728,0.28250637790114297,0.27474420106932484,0.25490695477855851,0.13192693069474615,0.00036626364849165352,-6.3273893855363493e-273,-8.0054555262253876e-191,0.00018550602777261081,-2.3252617099048693e-07
894.75969176552348,0.31543212466846171,0.30551886896012093,0.2679887183981311,0.13602390858096669,0.00017103374201281676,-2.1170647200958395e-261,-3.7584420115592624e-181,0.00018599665591522915,-3.0338137493726971e-07
881.10775479854783,0.34093005909409158,0.32875770297579265,0.2942004572982615,0.28800948761444545,9.4366670128950836e-05,1.5580093720883244e-225,-1.2580069458751544e-177,0.00018326500155079264,-4.0594192760248664e-07
866.45498259601288,0.35899444193796626,0.34450968038385099,0.31589576953292209,0.45515956983561523,6.9862970940197562e-05,-5.5682473403370743e-218,5.6225552486573837e-153,0.00018694168155141723,-5.601848109147616e-07
850.66872420888467,0.37189158785122345,0.35500108230485239,0.32910355617746134,0.59403443664977829,3.7946629166673261e-05,5.5489520251478762e-206,-1.8317843511907809e-141,0.00019535724839628114,-8.0477667752682199e-07
833.64559388934572,0.385415403573802,0.3657737945000008,0.33510931369386299,0.68686745649260672,-2.7954656649261181e-05,-1.197025320194733e-187,-2.8850180219804756e-121,0.00019716482808391882,-1.2214893255402255e-06
815.36890159117854,0.40580559665380633,0.38267192130695094,0.33580656394054031,0.72286591059767602,-0.00013723755081381482,-7.4062251492894596e-167,-3.8267696978649199e-103,0.00018287937589438197,-1.9924559511535332e-06
795.94597919194848,0.43241618599000731,0.40494092299280737,0.33206158624362558,0.71317000331953295,-0.00024088873177523836,-5.9714325597431274e-145,-6.0293345215726902e-91,0.00015096976345917862,-3.5470739332556528e-06
775.60658797742315,0.46035651617910389,0.42789948907505959,0.32555990631762022,0.69896245838033622,-0.00031814726576458868,-2.5027717792802731e-122,-7.4548301136812375e-77,7.908246959258472e-05,-6.9885955551579339e-06
754.65955126406607,0.48800257274569958,0.45002772583961814,0.31763004760316527,0.70136444757621064,-0.00042520607627456394,-1.3635942939915185e-101,-2.5815856968281246e-61,-5.0046691008217431e-05,-1.5389061038262353e-05
