Pressure (hPa),Delta_theta (K),Delta_Temp (K),Delta_qv (g/kg),Delta_RH (%),Delta_qliq (g/kg),Delta_qice (g/kg),Delta_qsnow (g/kg),Delta_qrain (g/kg),Delta_qgraupel (g/kg)
1003.5790071658564,-0.34538096657104234,-0.34573367072243855,-0.42163420457999479,0.95372664509451965,0.0,0.0,0.0,0.0,0.0
996.41402441262312,0.34538291008811939,0.34502863397386818,0.42164129372533843,0.44853486046400803,3.9383493628594583e-96,0.0,0.0,-0.00046904466010229406,5.6001500267559034e-09
989.2484027980131,0.3519101048751736,0.35082294713259898,0.42503448523579834,0.46302565940730744,-2.5675380170666293e-79,0.0,0.0,-0.0004374204928123699,6.4725172397555636e-09
982.00795783398439,0.35186883160616844,0.35004316343542996,0.42606147184914356,0.48838284872647364,9.1202737830993749e-71,0.0,0.0,-0.00042212708359832228,7.7023208635425669e-09
974.61313365461172,0.35220337258806467,0.34961671818439299,0.42696084453210403,0.50867640561905603,1.3121638516503184e-55,0.0,-4.8947722814418696e-313,-0.00042605280582414234,9.2633791658325009e-09
966.93843588156642,0.35287739790794603,0.34949180136305813,0.42603553592336851,0.52025976466656232,1.0423783290649264e-35,0.0,7.9905314740875845e-293,-0.00043795929237166152,1.1220595912569479e-08
958.83257614239983,0.35408140177105452,0.34983773340769631,0.42325930393865896,0.52159519386813713,1.9754165648036532e-15,0.0,1.1019235186649334e-279,-0.00046149130917663879,1.3694647079485977e-08
950.13864093638267,0.35582105719015544,0.35063825074547594,0.41797811283744402,0.50939425183361209,1.9324728474519703e-11,0.0,-1.2659225600178258e-272,-0.00049326408523175588,1.6871717699198645e-08
940.72237900342327,0.35882481375767838,0.35258822721010574,0.40769890653908014,0.4673729068279755,4.0804232178210359e-08,-1.4490945392523761e-320,-3.1404243705830767e-261,-0.00053532541457588373,2.1062746587444891e-08
930.496038276695,0.36452190744819291,0.35706338406208715,0.38809782832204398,0.36146087994281118,5.1238766504426553e-05,-4.4105025885046926e-306,-1.4159615841886031e-230,-0.00058486907341625139,2.663050788528168e-08
919.42636239465617,0.37533651676164936,0.3663945103813262,0.35337835896277703,0.15620269721269153,0.00014351240718690392,4.4637413120661626e-278,-2.2759655161808402e-219,-0.00064486924553216075,3.4056033161776819e-08
907.515870989728,0.38385021356384641,0.37330350217024488,0.32079419935134368,0.0035408981857472099,-0.00022648719297014164,7.5400767844810907e-252,4.1883449233376866e-204,-0.00070737940432317754,4.4182932545157457e-08
894.75969176552348,0.38922958525614604,0.37699705690494056,0.28476603374391374,-0.15532433291627967,-0.00046364861576578265,6.625404134045372e-239,-9.5157775284653848e-186,-0.00077627746772942,5.8382297036065172e-08
881.10775479854783,0.38643351802210191,0.37263653452964718,0.24095812778147518,-0.34492192910965969,-0.00060590017152102604,4.8711350878116958e-236,2.4084392118385344e-171,-0.00085484119752146995,7.8355971783010403e-08
866.45498259601288,0.37650883522229606,0.36131740030248238,0.18680137370182948,-0.6136553426042326,-0.00079466229740003235,-2.5504598179526925e-217,9.1277160715124791e-149,-0.00094721338350671307,1.0649209167513943e-07
850.66872420888467,0.364656332434663,0.34809443642313909,0.1227990788740172,-0.98980928921996281,-0.001025117417272136,2.0447545954857087e-190,-1.7223742421684098e-129,-0.0010482318249782699,1.456663415630782e-07
833.64559388934572,0.33662101077709394,0.31946607031954954,0.065295640495278917,-1.2646142323566067,-0.0011506708491906834,-2.3597598461848269e-169,1.3783661759783386e-117,-0.0011367825454821207,1.9863995813678438e-07
815.36890159117854,0.30500305883163037,0.28761581281787585,0.026384523380604818,-1.4043922056993949,-0.0011392843901014546,-1.0168705779121388e-161,2.3306068729995989e-108,-0.0011948516128485291,2.622646155922938e-07
795.94597919194848,0.27511030270500214,0.25763008765983386,0.0069656454693873826,-1.4064042764639737,-0.0010256814022450303,1.8364314262551482e-143,7.2633595809601806e-90,-0.0012232272067301004,3.0613638620103224e-07
775.60658797742315,0.24916564410932551,0.23159844177803279,0.0051298028240083227,-1.2721820551501253,-0.00081546090688822733,-1.1119639211487862e-115,-1.6916705774684308e-76,-0.001215119405383977,1.7605707295614267e-07
754.65955126406607,0.22657444240616087,0.20894312190955588,0.016883704055192794,-1.0111393617441991,-0.0005101542949131916,6.1017622417385391e-117,-5.37017463767701e-58,-0.0011416048873735679,-7.467744491214325e-07
733.43070267335133,0.20909671124508122,0.19124415083763324,0.037377851389177152,-0.66104099647904491,-0.00017434586896582314,-2.0400863167524576e-94,-1.4232612355256327e-51,-0.00097566070220048151,-4.9503402859203303e-06
712.20761947503922,0.20332050630815957,0.18439139278342509,0.059203070970744953,-0.3222401326467832,6.8616150561360764e-05,-2.6866457497699656e-81,-1.1970984178653545e-12,-0.00069750566220571492,-2.1712804463499814e-05
691.20791049555862,0.20876324108195377,0.18769807514888726,0.076662547343778975,-0.054699781566483807,0.00015083287572666615,-7.0754498137605771e-63,-4.9827331987295548e-10,-0.00031128835005303501,-8.3777775461562416e-05
670.573686473821,0.22127601106473094,0.19721395771648531,0.088747174339438573,0.1452741131087123,0.00013889343638847588,-2.3459303498195755e-52,-5.5157309294789731e-08,0.00018529865121643535,-0.00027823844868017774
650.383924724449,0.23960085786706031,0.21166767224826799,0.097550408838420033,0.30256170158725126,6.9469407726044071e-05,-4.4169548701972985e-34,-2.2695282991079445e-06,0.00066738536285527832,-0.00062601959998013264
