Pressure (hPa),Delta_theta (K),Delta_Temp (K),Delta_qv (g/kg),Delta_qliq (g/kg),Delta_qice (g/kg),Delta_qsnow (g/kg),Delta_qrain (g/kg),Delta_qgraupel (g/kg)
1003.5790071658564,-0.15854214005554468,-0.15870400636617887,-0.45826905607783885,0.0,0.0,0.0,0.0,0.0
996.41402441262312,0.15854113728875063,0.15837854125589956,0.45826988339761776,2.5892227801468125e-92,0.0,0.0,0.00011921354140545688,-3.1877387455705144e-08
989.2484027980131,0.16281679301755503,0.16231485430904513,0.46312567360185142,6.4841393651788063e-81,0.0,0.0,0.0001265312385048574,-3.6746564199321012e-08
982.00795783398439,0.16374093244974119,0.16289399324682563,0.46331384250808227,1.4202981075644421e-70,0.0,1.6353721097039013e-318,0.00013510262352609426,-4.2510591819264191e-08
974.61313365461172,0.164155724382681,0.16295443764545325,0.46073491370237463,3.1984467717666776e-53,0.0,-4.0466926995762691e-281,0.00014633807588981806,-4.931192597850517e-08
966.93843588156642,0.1646580680653642,0.16308442387992272,0.45707161305887567,1.5158710512977373e-16,0.0,2.7535693203258776e-262,0.0001587997042728417,-5.7515419003503071e-08
958.83257614239983,0.16575682096532773,0.16377839169439312,0.45142855460920295,8.8688104690083178e-13,0.0,-1.2056531688968816e-259,0.00017298913477301493,-6.7637615997791332e-08
950.13864093638267,0.16857521642089068,0.1661303670123857,0.44164535668994453,2.7867653695713229e-09,9.2122829748628777e-308,3.6791567252746729e-247,0.00018868618096343041,-8.0454566856885742e-08
940.72237900342327,0.1747921382815889,0.17176777913567776,0.42421422695109179,4.7933602833805534e-07,-4.3871433014405952e-300,-5.0828546114381413e-226,0.00020557411923488068,-9.6992480800198716e-08
930.496038276695,0.188215295363932,0.1843821390484095,0.38831439449637628,3.2387995533375632e-05,6.986526070324829e-286,1.9856791370226809e-198,0.00022624383651349052,-1.1881445346742248e-07
919.42636239465617,0.21438041708410083,0.20929770390910107,0.34209954440666479,0.00013011819900649456,4.8878264465425136e-286,5.7819569338328721e-192,0.00024193577382839067,-1.4986749941176208e-07
907.515870989728,0.24162243028575858,0.23501693491954256,0.31221903853464461,0.00021357884094164463,-6.6629686303681826e-267,9.0124321601929735e-174,0.00025207987389681656,-1.9221003926807897e-07
894.75969176552348,0.27628010418840176,0.26764277280307169,0.29157805514343593,0.0002767113314871973,1.7515467947615656e-254,-4.5234957658326735e-170,0.00026340205722037366,-2.5130632267395298e-07
881.10775479854783,0.334252694156703,0.32238406320811919,0.21635769826412421,0.00024293445211697753,-3.097593866601236e-230,5.5512878628998873e-149,0.00027223440457821955,-3.3748602180836966e-07
866.45498259601288,0.41657486334048599,0.39986322170886979,0.099285320597905624,0.00018445359476918248,-1.6906002448981829e-211,-5.6890030291311203e-132,0.00027424752893646931,-4.7049526725619345e-07
850.66872420888467,0.51212288569064413,0.48900317204322619,0.053350830995480436,8.6955282135275751e-05,-6.0408956035384858e-204,-6.8050186065072813e-119,0.00026536581619342192,-6.899864108768754e-07
833.64559388934572,0.55169866186218997,0.52375945564733684,0.15064820319448913,-2.1884737813900046e-05,-2.5019162582087882e-169,-1.4031472021862127e-112,0.00022816147507373138,-1.0770580085621092e-06
