Pressure (hPa),Delta_theta (K),Delta_Temp (K),Delta_qv (g/kg),Delta_qliq (g/kg),Delta_qice (g/kg),Delta_qsnow (g/kg),Delta_qrain (g/kg),Delta_qgraupel (g/kg)
1003.5790071658564,-0.34538096657104234,-0.34573367072243855,-0.42163420457999479,0.0,0.0,0.0,0.0,0.0
996.41402441262312,0.34538291008811939,0.34502863397386818,0.42164129372533843,3.938349362859458e-93,0.0,0.0,-0.46904466010229406,5.6001500267559032e-06
989.2484027980131,0.3519101048751736,0.35082294713259898,0.42503448523579834,-2.5675380170666294e-76,0.0,0.0,-0.43742049281236989,6.4725172397555634e-06
982.00795783398439,0.35186883160616844,0.35004316343542996,0.42606147184914356,9.1202737830993743e-68,0.0,0.0,-0.42212708359832229,7.7023208635425669e-06
974.61313365461172,0.35220337258806467,0.34961671818439299,0.42696084453210403,1.3121638516503183e-52,0.0,-4.8947722814418696e-310,-0.42605280582414234,9.2633791658325011e-06
966.93843588156642,0.35287739790794603,0.34949180136305813,0.42603553592336851,1.0423783290649264e-32,0.0,7.9905314740875849e-290,-0.43795929237166153,1.1220595912569479e-05
958.83257614239983,0.35408140177105452,0.34983773340769631,0.42325930393865896,1.9754165648036533e-12,0.0,1.1019235186649335e-276,-0.46149130917663878,1.3694647079485976e-05
950.13864093638267,0.35582105719015544,0.35063825074547594,0.41797811283744402,1.9324728474519704e-08,0.0,-1.2659225600178257e-269,-0.49326408523175591,1.6871717699198647e-05
940.72237900342327,0.35882481375767838,0.35258822721010574,0.40769890653908014,4.0804232178210357e-05,-1.4490945392523761e-315,-3.1404243705830767e-258,-0.53532541457588367,2.1062746587444891e-05
930.496038276695,0.36452190744819291,0.35706338406208715,0.38809782832204398,0.051238766504426554,-4.4105025885046925e-301,-1.4159615841886031e-227,-0.58486907341625138,2.663050788528168e-05
919.42636239465617,0.37533651676164936,0.3663945103813262,0.35337835896277703,0.14351240718690392,4.4637413120661628e-273,-2.2759655161808403e-216,-0.64486924553216074,3.4056033161776819e-05
907.515870989728,0.38385021356384641,0.37330350217024488,0.32079419935134368,-0.22648719297014164,7.5400767844810906e-247,4.1883449233376869e-201,-0.70737940432317759,4.418293254515746e-05
894.75969176552348,0.38922958525614604,0.37699705690494056,0.28476603374391374,-0.46364861576578265,6.6254041340453724e-234,-9.5157775284653843e-183,-0.77627746772941997,5.8382297036065176e-05
881.10775479854783,0.38643351802210191,0.37263653452964718,0.24095812778147518,-0.60590017152102604,4.8711350878116961e-231,2.4084392118385345e-168,-0.85484119752146992,7.8355971783010403e-05
866.45498259601288,0.37650883522229606,0.36131740030248238,0.18680137370182948,-0.79466229740003236,-2.5504598179526923e-212,9.1277160715124798e-146,-0.94721338350671302,0.00010649209167513943
850.66872420888467,0.364656332434663,0.34809443642313909,0.1227990788740172,-1.025117417272136,2.0447545954857086e-185,-1.7223742421684099e-126,-1.0482318249782698,0.00014566634156307819
833.64559388934572,0.33662101077709394,0.31946607031954954,0.065295640495278917,-1.1506708491906834,-2.359759846184827e-164,1.3783661759783387e-114,-1.1367825454821205,0.00019863995813678437
815.36890159117854,0.30500305883163037,0.28761581281787585,0.026384523380604818,-1.1392843901014547,-1.0168705779121388e-156,2.3306068729995991e-105,-1.1948516128485291,0.00026226461559229378
795.94597919194848,0.27511030270500214,0.25763008765983386,0.0069656454693873826,-1.0256814022450302,1.8364314262551481e-138,7.2633595809601807e-87,-1.2232272067301004,0.00030613638620103224
775.60658797742315,0.24916564410932551,0.23159844177803279,0.0051298028240083227,-0.81546090688822737,-1.1119639211487862e-110,-1.6916705774684307e-73,-1.2151194053839771,0.00017605707295614267
754.65955126406607,0.22657444240616087,0.20894312190955588,0.016883704055192794,-0.51015429491319164,6.1017622417385389e-112,-5.3701746376770102e-55,-1.141604887373568,-0.0007467744491214325
733.43070267335133,0.20909671124508122,0.19124415083763324,0.037377851389177152,-0.17434586896582313,-2.0400863167524575e-89,-1.4232612355256327e-48,-0.97566070220048151,-0.0049503402859203301
712.20761947503922,0.20332050630815957,0.18439139278342509,0.059203070970744953,0.068616150561360764,-2.6866457497699656e-76,-1.1970984178653545e-09,-0.69750566220571497,-0.021712804463499814
691.20791049555862,0.20876324108195377,0.18769807514888726,0.076662547343778975,0.15083287572666615,-7.0754498137605775e-58,-4.9827331987295549e-07,-0.31128835005303501,-0.083777775461562412
670.573686473821,0.22127601106473094,0.19721395771648531,0.088747174339438573,0.13889343638847587,-2.3459303498195754e-47,-5.5157309294789732e-05,0.18529865121643535,-0.27823844868017772
650.383924724449,0.23960085786706031,0.21166767224826799,0.097550408838420033,0.069469407726044069,-4.4169548701972982e-29,-0.0022695282991079444,0.66738536285527827,-0.62601959998013268
630.67402811686134,0.27870858070673421,0.24403484719670132,0.097702685007840628,0.0001073701008629923,-1.0690230386576342e-08,-0.0023006963579646641,0.5058588075338537,0.0055711877959031819
611.45428233122652,0.3267138975583066,0.28351770317249247,0.094798030495550911,-0.0486094848201966,-5.1082632848564986e-06,-0.0020817589516397709,0.46188154349435101,0.05256923777268406
592.71920884622148,0.35450340721070006,0.30487423479416975,0.089347659787971434,-0.075026134786474255,-0.00031973984318391969,-0.0071073077656539701,0.35524360401264882,0.029058721029596481
574.45505226858313,0.36814522692725404,0.31374982159360343,0.083140988557967699,-0.098594474542211111,-0.0031951975480127401,-0.020149059911519662,0.2275313260655526,0.0044483690226811146
556.65260004906315,0.38003700878925883,0.32094488195298254,0.078402613792178055,-0.10663891541315287,0.0011138918006772529,-0.045632426923232432,0.071656096814277759,0.049475315467941913
539.30779530302743,0.39646200641988116,0.33175943097285199,0.075211956516980649,-0.11364238173403063,0.0048483827011460969,-0.088439879473865307,-0.085038340333583318,0.1303842126748854
522.41380552772557,0.41616258828821628,0.34504743435439877,0.072735108085063338,-0.12061306146975299,0.0041995947058865394,-0.16094948296605741,-0.17810753943410615,0.15825123748122033
505.96150436091227,0.43505800383098858,0.35738256430624915,0.070461153483439176,-0.11896877387825543,0.0011304416469639449,-0.27914403170653218,-0.20530494682305997,0.14679856149726542
489.94149636014373,0.4523126837750624,0.36810462530712584,0.067601080314863005,-0.10968696741449173,-0.0015784680611992986,-0.43381780666149927,-0.18100484345897563,0.12540854741111518
474.34417837126739,0.46994354819082673,0.37887850823881308,0.063823565648668534,-0.080603694618798738,-0.0038007340996698341,-0.59985877649873687,-0.131546000761598,0.10810238622580189
459.15946906760792,0.48845856847435698,0.39010234529581567,0.059431744394720543,-0.058519347171835483,-0.0065041480611628703,-0.8020947445213974,-0.075873019330338715,0.092576887709309302
444.37690147340521,0.50723600734306729,0.40126500018206457,0.055244485229853035,-0.037702689690405834,-0.010567786779969182,-1.0460156591992724,-0.0035410432850050549,0.075702054900393667
429.98697286626538,0.52675475501018809,0.41273676551378458,0.051077135142784336,-0.013334738761829751,-0.016747231724914113,-1.2746760090370166,0.077349112934496811,0.060891394626618259
415.97927830645477,0.54687010192407115,0.4243892823721751,0.046635527527982168,0.014278907247659107,-0.02527259272599227,-1.4810061183225878,0.14504794025369144,0.047644535130658
402.34207106309435,0.56683519903140223,0.43563518313592908,0.042116426744574609,0.034624087083430122,-0.035944299817102211,-1.7444314659275997,0.16675942232746493,0.041745018048440496
389.06580822189585,0.58817469337941475,0.44763870636788283,0.037769184854098303,0.041584491115337852,-0.049816257170807808,-1.9752836601398607,0.13388775675704978,0.090418926324130344
376.14288707230742,0.60995200437980657,0.4596643436395027,0.03351410271518207,0.03962198304364431,-0.069326081839202441,-2.1638094392702061,0.070306037201741917,0.17772403082815316
363.56583823404338,0.63221994723846819,0.47174285397477433,0.029240964625637411,0.031595511907651939,-0.096106369757196816,-2.2790563144028733,0.020546466073771814,0.24153067454051394
351.32489240297065,0.6533838258525293,0.48268542532846936,0.025104554132773016,0.022897791139321447,-0.11883442059648928,-2.4381923444983453,0.003029112028515767,0.25701980010230108
339.40832313975909,0.67253173928725118,0.49184879896159828,0.02126486313029452,0.016199754180178837,-0.14214684662426033,-2.5994006311015756,0.00029897426432443823,0.26721869547458377
327.80734209468892,0.69123897518528565,0.50041796073008982,0.017928683808100476,0.0087232362065473145,-0.16138011477458197,-2.6770729170547405,5.5308598303929247e-05,0.2843461450703737
316.51574244756836,0.70949606149122246,0.50839656205451433,0.015121489880002725,0.012548307765619592,-1.0922965979679835,-2.7038871954211396,1.165879693638192e-05,0.31290496902761783
305.5274066110498,0.72682713627438034,0.51545773982940091,0.012662922115714625,0.010250176507747398,-0.82394080741757558,-2.7324327811654863,2.4165755650783019e-06,0.33108421032736896
294.83450039440481,0.74218105290094627,0.52088407418474958,0.010487855028358029,0.0011498391152013926,0.44385197600374732,-2.7720666217587038,6.9515939852533875e-07,0.3314461969280546
284.42772608091428,0.75576980226617252,0.5248653546626656,0.0086010157648591101,6.1281071805408303e-08,-0.010171479641028509,-2.7365853622315917,5.9379499304270926e-08,0.31356858651244818
274.29996050411938,0.76951976962334356,0.52876374602368514,0.0069787749505364066,1.4648519667951317e-08,-1.0793602817099044,-2.5699714089799235,-2.0288280285624504e-16,0.30124020234241833
264.44599288414628,0.78350512868752276,0.53262643445762592,0.0056067637417513971,-1.5132977503784456e-08,-2.0943225475943517,-2.2452502527155471,1.363921277558619e-16,0.30361147218407186
254.85983875844221,0.79610912547116186,0.53536100083550764,0.0044909562977945988,-8.8243427193960703e-09,-2.8684396034541058,-1.9586473955428285,2.8252529459045374e-17,0.31390359190883177
245.53485722568533,0.80769443321787548,0.5372386346766973,0.0035948539506467855,-6.5023881589634544e-10,-3.4014602011935353,-1.6992670302557189,-1.4810321003491609e-16,0.32154345009794555
236.46543449989932,0.81969623416370041,0.53922570066788467,0.0028574939545351757,-4.3284100238302348e-08,-4.0236097198599214,-1.4194947983398736,-2.3396594754483429e-16,0.33574928009700267
227.64686202755937,0.83218306101986173,0.54135785605487285,0.0022596184743107206,-8.2668786539241145e-10,-4.3199731285138165,-1.1997126355252907,-2.2308386341756674e-17,0.364928766818989
219.07424904441737,0.84446422451901526,0.54318011279960388,0.001792486523859587,2.8719060577587894e-09,-4.1824245627775269,-1.0637917004355513,1.8582802382344159e-19,0.38780486993108754
210.74255556668118,0.85674355779764255,0.544826182195294,0.0014341250738528176,-1.3945528354545891e-09,-3.9024138547921288,-1.0360210115791524,2.3824020835624942e-17,0.37509727578617647
202.64705766067848,0.86978960168670483,0.5467790998403359,0.0011383301264064893,6.5795224241622746e-08,-3.7150056364483319,-1.1667314916062459,-2.4943659396382712e-17,0.3410091711718386
194.7833118291997,0.88429553182038489,0.54945297022126738,0.00089088247672519834,-1.0626906863230928e-08,-3.6799291905925307,-1.2707812319846314,-2.9588052295337517e-17,0.32890265421155196
187.14696289888764,0.90220816993456765,0.55401317233187797,0.00069281393880596745,4.5821615684445836e-09,-3.9799578993181584,-1.0692896143911848,-2.8471396779264252e-17,0.36206779460013633
179.7337090096795,0.92269687002095679,0.55988490121032441,0.0005307531737413218,-1.7292120703118658e-10,-4.8526764243399105,-0.49701243223733427,-2.6587758957176889e-17,0.42371470431825775
172.53932361931479,0.93886320070004103,0.5628791592396567,0.00040079376949752384,-2.3516017853456101e-09,-6.079679254437985,0.37363840116776126,1.0075018237030849e-17,0.49970694173999408
165.55930122105292,0.94085518972440241,0.55725661126737691,0.00029912689306754421,2.6993060370141526e-09,-6.4679306967674144,1.1538883203848667,4.0153639660455037e-13,0.57491621496973822
158.78758694496352,0.92189925685693197,0.5393612955123217,0.00022241678835868174,-1.1126353982065501e-07,-0.71875077339679039,1.648657893480971,2.5419805341201585e-12,0.6370282114967537
152.21471432546539,0.89054908407393896,0.51458418381918136,0.00016502245659650769,-2.2192731511265695e-07,14.950483388037053,1.806033273760145,5.1053686409460164e-13,0.6629800208011174
145.82529703208687,0.82994813967536629,0.47356503771450775,0.00011846598073689046,1.4784152971716407e-09,32.591254625084268,1.6224300026625944,2.3029688686332223e-12,0.62046059076013504
139.59271651096998,0.67862799114470818,0.38229375080220507,7.6878788135685897e-05,9.4913939136030225e-08,44.331109813851405,1.2053079820709849,-2.1563254304971638e-14,0.51064913761862818
133.4718827401486,0.43180306046122041,0.24007752862237908,4.0216499036602659e-05,-2.9583531684159032e-07,44.062956428753672,0.71074399125283239,-8.2074043388556334e-15,0.37279085725718686
127.39545156679038,0.17407133415940734,0.095473721213551244,1.3499619982785096e-05,-4.6615131304478311e-09,35.622159530603483,0.36207075216716395,-1.9711899674927747e-12,0.24589262160249778
121.27760637962351,-0.032988076758840634,-0.017835572652046494,-1.7265545470536393e-06,2.598286807147036e-08,25.247529883614863,0.17048334406548138,-8.205815833104411e-12,0.14875512672561619
115.03023349136959,-0.13572967244999745,-0.072264345559602816,-7.2487887849061617e-06,4.6241601590837589e-08,16.524881271518669,0.068447630443192409,4.1663034720116829e-15,0.077841649762860315
