Pressure (hPa),Delta_theta (K),Delta_Temp (K),Delta_qv (g/kg),Delta_RH (%),Delta_qliq (g/kg),Delta_qice (g/kg),Delta_qsnow (g/kg),Delta_qrain (g/kg),Delta_qgraupel (g/kg)
1003.5790071658564,-0.21779851738835987,-0.21802093393330324,-0.49430202879349139,-0.20744537807674135,0.0,0.0,0.0,0.0,0.0
996.41402441262312,0.21779894522967425,0.21757553821754527,0.49430180546902314,1.3590016183266584,1.6878080144201248e-93,0.0,0.0,9.7610850612776974e-05,-4.7701250801378446e-08
989.2484027980131,0.22409872793429031,0.22340641855242893,0.49715594283944498,1.4099221044211419,1.6105116091700713e-88,0.0,0.0,9.8602357740284162e-05,-5.4118966990504359e-08
982.00795783398439,0.22459589742203434,0.22343058369034452,0.4931720486317559,1.431490314025325,1.0234269947924973e-72,0.0,0.0,0.00010158934709611489,-6.1864684849714809e-08
974.61313365461172,0.22510483384087365,0.22345161738962815,0.48833698580041585,1.4505425845900106,1.6959270022067009e-56,0.0,4.1655423380458349e-310,0.00010662634629025197,-7.0983555283981662e-08
966.93843588156642,0.22641328680720108,0.22424101948126918,0.48109106725134687,1.454762689765559,1.0277978489062074e-35,0.0,-5.461031165800607e-292,0.00011129041437263863,-8.1926857254066289e-08
958.83257614239983,0.22867087113559137,0.22593024896048064,0.47173759683135685,1.4453297110079291,1.3508937326407303e-16,0.0,-2.3587088580338085e-282,0.00011589648162971082,-9.530150680679017e-08
950.13864093638267,0.23245008880900286,0.22906427508604565,0.45949028018187832,1.4140072918952882,6.5637314198328935e-12,-2.4703282292062327e-323,-1.3134660301603898e-261,0.00011980662114901772,-1.1199849314604752e-07
940.72237900342327,0.23931170137137769,0.23515232308915301,0.44016794990227837,1.3269085287958546,1.4542950547968613e-08,-3.483716835973742e-311,3.0644926269131106e-245,0.00012249251622060628,-1.3336014355220303e-07
930.496038276695,0.25291249421366047,0.24773762347427919,0.40317176200505322,1.0922039251838669,2.47073242869656e-05,-3.0634939301927849e-290,-1.0640278618175932e-214,0.0001227986332888141,-1.613181120131306e-07
919.42636239465617,0.28372917532840347,0.27696961961572697,0.33854193437620239,0.57557844228311694,0.00036065691076752151,-2.7007590352483911e-287,3.3634474227342e-217,0.00011824263283705377,-1.9949940014384726e-07
