Pressure (hPa),Delta_theta (K),Delta_Temp (K),Delta_qv (g/kg),Delta_RH (%),Delta_qliq (g/kg),Delta_qice (g/kg),Delta_qsnow (g/kg),Delta_qrain (g/kg),Delta_qgraupel (g/kg)
1003.5790071658564,-0.18014328234403365,-0.18032724524204014,-0.35121366240869634,0.036850149462935633,0.0,0.0,0.0,0.0,0.0
996.41402441262312,0.18014358946049924,0.17995880738527603,0.35121272930074099,0.85795505685986484,3.4259800423314059e-96,0.0,0.0,-0.00023687244152806926,-4.9671149364115039e-08
989.2484027980131,0.18413189813645658,0.18356305849266619,0.35241291992076818,0.88837006467711888,9.1445518912230564e-85,0.0,0.0,-0.00022655482907290702,-5.5898279359197498e-08
982.00795783398439,0.1842242392008302,0.18326839344359769,0.34773566458581406,0.89286892657949579,8.6051638673532477e-76,0.0,0.0,-0.00021923405421528548,-6.3613439758678311e-08
974.61313365461172,0.18423453315011784,0.18288147663918153,0.3437429922037083,0.9013878808877962,1.2004051197317717e-61,0.0,-1.9894352430386505e-315,-0.00021493984611397048,-7.2869024467206218e-08
966.93843588156642,0.18439004548332605,0.18262095994657557,0.33872453827944504,0.90482988688485477,9.0828117448652668e-50,0.0,-5.461031165800607e-292,-0.00021328699606591988,-8.4115828766926707e-08
958.83257614239983,0.18504807738236195,0.18283027473086122,0.33296297308813649,0.90361561064106866,1.7566637834742312e-31,0.0,-2.3587088626578469e-282,-0.00021398927529752559,-9.8059531049466418e-08
950.13864093638267,0.18649787450874555,0.18378139001066529,0.32595605704532638,0.89336593868819136,1.7989133737983558e-12,-2.4703282292062327e-323,-1.3134660301603916e-261,-0.00021711543314320656,-1.1569312242434534e-07
940.72237900342327,0.18962062969842464,0.18632491150117403,0.31543915835474579,0.85635172488524347,4.0033624884249954e-09,-3.483716835973742e-311,-2.5879544532969836e-245,-0.00022276072986109931,-1.3862726685592018e-07
930.496038276695,0.19690671389020054,0.19287778366566499,0.29396058352877574,0.73017480856309191,8.4725960321428182e-06,-3.0634939301927849e-290,-1.064027979029758e-214,-0.0002318767780852618,-1.690712738742789e-07
919.42636239465617,0.21615656203005074,0.21100685431315469,0.2512010928566788,0.39924937079511835,0.0002123529048801598,-2.7007482312595718e-287,-1.5890455837180629e-217,-0.00024415956629692415,-2.1097683492879175e-07
907.515870989728,0.23796221842570731,0.23142394190102777,0.20929011025821787,0.067235183853142644,0.00021427283320157343,1.3566186047453196e-273,-2.3218021587208343e-193,-0.00026048104025257722,-2.689844884912079e-07
894.75969176552348,0.27016065411072532,0.26167016935323772,0.17183436788466722,-0.28301961614647553,0.00010606469670232117,-6.726084699000783e-251,-1.4529042603852253e-169,-0.00027501874351718025,-3.5040939508454061e-07
881.10775479854783,0.31233616368410821,0.30118470633510697,0.15132510018626277,-0.55120442393725,-4.3588608299523386e-06,-8.3001085991896184e-216,4.6303977328266783e-156,-0.00028942445123455139,-4.6840188648587408e-07
866.45498259601288,0.3386129900587207,0.32495058238004049,0.16355175723768767,-0.4915691149224557,-8.2678670689237746e-05,-1.6689914877911099e-199,-8.9445397546927153e-142,-0.00030316168270771993,-6.4658533865977582e-07
850.66872420888467,0.34704953620513379,0.33128730251229399,0.19494470264333508,-0.20015204143079757,-0.00012648154531425069,-1.3851090411598538e-189,-2.9719872711515859e-123,-0.00031582166956545775,-9.3014330624853637e-07
833.64559388934572,0.35195839880879021,0.33402183162564825,0.22560782725265582,0.10921761911247074,-0.00014617548123685518,-3.2465472909173574e-175,-5.525385733303092e-111,-0.00033147188070071359,-1.414325070117369e-06
815.36890159117854,0.36256009587884819,0.34189170781104394,0.24378981539972422,0.30964658683414825,-0.00020533238826294688,-1.2480074080086236e-153,-1.6755275033873882e-104,-0.0003590308381397362,-2.3139253053436224e-06
795.94597919194848,0.38097954881737905,0.35677251485458328,0.24817470918959827,0.37973737511748595,-0.00027283133565397365,3.2075909402266418e-147,-3.2788906606625405e-92,-0.0004044083891108826,-4.1534608420894587e-06
775.60658797742315,0.40312798890528256,0.37470580826379773,0.24231669976621539,0.3608680296833171,-0.00033158051073046849,-9.7722110612732427e-122,-1.1358428414563513e-75,-0.00048136985060178404,-8.2953858573991034e-06
754.65955126406607,0.42546640003951097,0.39235792416752702,0.23207062276458679,0.31540607143898569,-0.00036058799386344629,-1.2406191427913963e-110,-7.6180565683209581e-57,-0.00060087427930396488,-1.8544274036477318e-05
733.43070267335133,0.44642123259660593,0.40830603712259972,0.22321174629885121,0.3039352211884534,-0.00035118048552810772,-3.9103110781919231e-90,-1.2104651350260025e-16,-0.00075735166975659726,-4.6184857687739397e-05
712.20761947503922,0.46009145710701205,0.41725700040859692,0.21880912036933875,0.38800394222958801,-0.00029903363681667338,-1.9528193171366384e-77,-2.9391915785027967e-12,-0.00091416698355106275,-0.0001257257802084028
691.20791049555862,0.46100377075242704,0.41448638159727125,0.22025462977938037,0.61523459236505573,-0.00022734205352785376,1.4235506209536106e-66,-9.5992609782080303e-10,-0.00095539193635532128,-0.00035790568031158283
670.573686473821,0.4537723061705492,0.40442808043889045,0.22416433597734642,0.9307446028897175,-0.00014017417095791977,-7.7987354669546331e-53,-1.0279171200541029e-07,-0.00070138370213752507,-0.00096554730377007374
