,Resolution,pert,pressure,T,tk,q,qcloud,qice,qsnow,qrain,qgraup,rh,Model,pert_group,neg
8116,250 m,T 0.5 @730,1003.5790071658564,-0.2635238442951504,-0.2637929556906328,-458.9014412398668,0.0,0.0,0.0,0.0,0.0,0.2412940879108163,MONC,T 0.5 @730,False
8199,250 m,T 0.5 @850,1003.5790071658564,-0.3453809665710423,-0.3457336707224385,-421.6342045799947,0.0,0.0,0.0,0.0,0.0,0.9537266450945197,MONC,T 0.5 @850,False
8282,250 m,q 0.0002 @500,1003.5790071658564,-0.1776198877598176,-0.1778012737592575,-421.7974776108377,0.0,0.0,0.0,0.0,0.0,-0.2351569138615872,MONC,q 0.0002 @500,False
8365,250 m,q 0.0002 @850,1003.5790071658564,-0.2336744443103384,-0.2339130734028458,-495.2154164855215,0.0,0.0,0.0,0.0,0.0,-0.1006185958362237,MONC,q 0.0002 @850,False
5875,1 km,T 0.5 @412,1003.5790071658564,-0.1491172098076276,-0.1492694535743908,-341.5050816206033,0.0,0.0,0.0,0.0,0.0,-0.0809890792102407,MONC,T 0.5 @412,False
5958,1 km,T 0.5 @500,1003.5790071658564,-0.1595692020815135,-0.159732116988664,-360.1381598183692,0.0,0.0,0.0,0.0,0.0,-0.147279266753344,MONC,T 0.5 @500,False
6041,1 km,T 0.5 @600,1003.5790071658564,-0.1671158118880384,-0.1672864316356026,-413.4761252548315,0.0,0.0,0.0,0.0,0.0,-0.2855672479751945,MONC,T 0.5 @600,False
6124,1 km,T 0.5 @730,1003.5790071658564,-0.222679067775914,-0.222906415780244,-486.9303888100589,0.0,0.0,0.0,0.0,0.0,-0.1525453723282765,MONC,T 0.5 @730,False
6207,1 km,T 0.5 @850,1003.5790071658564,-0.332895365327829,-0.3332352405469691,-437.0948193774211,0.0,0.0,0.0,0.0,0.0,0.8079599094858309,MONC,T 0.5 @850,False
6705,1 km,q 0.0002 @412,1003.5790071658564,-0.1230318544295414,-0.1231574659063312,-392.2307191202563,0.0,0.0,0.0,0.0,0.0,-0.52021311217527,MONC,q 0.0002 @412,False
6788,1 km,q 0.0002 @500,1003.5790071658564,-0.1316500422529429,-0.1317844526161025,-428.8375730914495,0.0,0.0,0.0,0.0,0.0,-0.5894732811307363,MONC,q 0.0002 @500,False
6871,1 km,q 0.0002 @600,1003.5790071658564,-0.1411848948911824,-0.1413290400252549,-433.025500199335,0.0,0.0,0.0,0.0,0.0,-0.5369994488973333,MONC,q 0.0002 @600,False
6954,1 km,q 0.0002 @730,1003.5790071658564,-0.1807767848381445,-0.1809613519897084,-516.0208805608092,0.0,0.0,0.0,0.0,0.0,-0.555241569671395,MONC,q 0.0002 @730,False
7037,1 km,q 0.0002 @850,1003.5790071658564,-0.2087771118290788,-0.2089902663936413,-511.1291906150228,0.0,0.0,0.0,0.0,0.0,-0.3403634711317664,MONC,q 0.0002 @850,False
4095,4 km,T 0.5 @412,1000.0,0.24207375943660736,0.24203921854496002,451.1541442871094,0.0,0.0,0.0,-0.22141113877296448,-0.0005948649486526847,1.1978317817601987,WRF,T 0.5 @412,False
4186,4 km,T 0.5 @500,1000.0,0.23399685323238373,0.2339639812707901,442.0627136230469,0.0,0.0,0.0,-0.04430590942502022,-0.00048475092626176775,1.188906663896808,WRF,T 0.5 @500,False
4277,4 km,T 0.5 @600,1000.0,0.22763566672801971,0.22760817408561707,436.91461181640625,0.0,0.0,0.0,-0.06369830667972565,-0.0002487126039341092,1.1919288771227146,WRF,T 0.5 @600,False
4368,4 km,T 0.5 @730,1000.0,0.23254220187664032,0.23251840472221375,444.3988952636719,0.0,0.0,0.0,-0.3884657919406891,-0.00010246653982903808,1.2069193695458664,WRF,T 0.5 @730,False
4459,4 km,T 0.5 @850,1000.0,0.23387162387371063,0.23385785520076752,456.8221130371094,0.0,0.0,0.0,-0.048120785504579544,6.951389514142647e-05,1.262975519477946,WRF,T 0.5 @850,False
5005,4 km,q 0.0002 @412,1000.0,0.18264009058475494,0.1825944036245346,471.7313537597656,0.0,0.0,0.0,0.3527792990207672,-0.0005731777637265623,1.575229303964605,WRF,q 0.0002 @412,False
5096,4 km,q 0.0002 @500,1000.0,0.17593829333782196,0.17589445412158966,459.03662109375,0.0,0.0,0.0,0.05730116739869118,-0.0005820157821290195,1.5415715727828214,WRF,q 0.0002 @500,False
5187,4 km,q 0.0002 @600,1000.0,0.17016558349132538,0.17012815177440643,448.71051025390625,0.0,0.0,0.0,0.057374611496925354,-0.0003915884590242058,1.5157036676452467,WRF,q 0.0002 @600,False
5278,4 km,q 0.0002 @730,1000.0,0.17716532945632935,0.17713317275047302,445.47802734375,0.0,0.0,0.0,0.09557728469371796,-0.00027199205942451954,1.4668733377390415,WRF,q 0.0002 @730,False
5369,4 km,q 0.0002 @850,1000.0,0.17645196616649628,0.17642728984355927,434.2649841308594,0.0,0.0,0.0,0.25078070163726807,-0.0001595689100213349,1.4132259091914114,WRF,q 0.0002 @850,False
2275,100 m,T 0.5 @412,1000.0,0.23011015355587006,0.23011969029903412,356.6059265136719,0.0,0.0,0.0,-0.7757351398468018,-5.111887367093004e-05,0.8464318260863489,WRF,T 0.5 @412,False
2366,100 m,T 0.5 @500,1000.0,,,,,,,,,,WRF,T 0.5 @500,False
2457,100 m,T 0.5 @600,1000.0,,,,,,,,,,WRF,T 0.5 @600,False
2548,100 m,T 0.5 @730,1000.0,,,,,,,,,,WRF,T 0.5 @730,False
2639,100 m,T 0.5 @850,1000.0,0.2587723135948181,0.25878092646598816,388.34991455078125,0.0,0.0,0.0,-0.20964603126049042,-1.2034823157591745e-05,0.8824651280521228,WRF,T 0.5 @850,False
3185,100 m,q 0.0002 @412,1000.0,0.14923307299613953,0.149245485663414,365.30914306640625,0.0,0.0,0.0,0.3090030550956726,-4.997141149942763e-05,1.267234217222071,WRF,q 0.0002 @412,False
3276,100 m,q 0.0002 @500,1000.0,,,,,,,,,,WRF,q 0.0002 @500,False
3367,100 m,q 0.0002 @600,1000.0,,,,,,,,,,WRF,q 0.0002 @600,False
3458,100 m,q 0.0002 @730,1000.0,,,,,,,,,,WRF,q 0.0002 @730,False
3549,100 m,q 0.0002 @850,1000.0,0.18092691898345947,0.1809329092502594,350.1406555175781,0.0,0.0,0.0,-0.45986056327819824,-4.779281880473718e-05,1.03978436084188,WRF,q 0.0002 @850,False
455,1 km,T 0.5 @412,1000.0,0.25436896085739136,0.25433555245399475,447.6261901855469,0.0,0.0,0.0,-0.5332509875297546,-3.690211087814532e-05,1.1285160946996498,WRF,T 0.5 @412,False
546,1 km,T 0.5 @500,1000.0,0.24607306718826294,0.24604275822639465,430.12255859375,0.0,0.0,0.0,-0.5040658116340637,-3.813195871771313e-05,1.0778981515791906,WRF,T 0.5 @500,False
637,1 km,T 0.5 @600,1000.0,0.24513766169548035,0.2451104372739792,415.6930847167969,0.0,0.0,0.0,-0.5241556763648987,-4.275333049008623e-05,1.0085477462668986,WRF,T 0.5 @600,False
728,1 km,T 0.5 @730,1000.0,0.2425837516784668,0.24256227910518646,417.48248291015625,0.0,0.0,0.0,-0.5213273763656616,-2.84729539998807e-05,1.0294954082522534,WRF,T 0.5 @730,False
819,1 km,T 0.5 @850,1000.0,0.2612892687320709,0.2612720727920532,425.7020263671875,0.0,0.0,0.0,-0.4098609983921051,-3.094257408520207e-05,0.9847401313396227,WRF,T 0.5 @850,False
1365,1 km,q 0.0002 @412,1000.0,0.19656668603420258,0.19652697443962097,467.5198059082031,0.0,0.0,0.0,0.08662575483322144,-3.374598236405291e-05,1.4985596953833866,WRF,q 0.0002 @412,False
1456,1 km,q 0.0002 @500,1000.0,0.18344104290008545,0.18340232968330383,455.2324523925781,0.0,0.0,0.0,-0.019684817641973495,-4.4416494347387925e-05,1.496829896872643,WRF,q 0.0002 @500,False
1547,1 km,q 0.0002 @600,1000.0,0.18567536771297455,0.18564201891422272,438.8486633300781,0.0,0.0,0.0,-0.001933419262059033,-3.9044862205628306e-05,1.4026334187045664,WRF,q 0.0002 @600,False
1638,1 km,q 0.0002 @730,1000.0,0.18639931082725525,0.18637003004550934,425.5499572753906,0.0,0.0,0.0,-0.02992940880358219,-2.1996645955368876e-05,1.3310632678270617,WRF,q 0.0002 @730,False
1729,1 km,q 0.0002 @850,1000.0,0.19182290136814117,0.19179826974868774,424.4483337402344,0.0,0.0,0.0,-0.16468368470668793,-2.8262204068596475e-05,1.3003645113464883,WRF,q 0.0002 @850,False
7121,500 m,T 0.5 @500,996.4140244126232,0.1801435894604992,0.179958807385276,351.2127293007409,3.4259800423314057e-93,0.0,0.0,-0.23687244152800002,-4.9671149364115036e-05,0.8579550568598648,MONC,T 0.5 @500,False
7204,500 m,T 0.5 @850,996.4140244126232,0.3247157605011352,0.324382683691283,459.069857209025,5.3643845645706985e-98,0.0,0.0,-0.40112488822110004,1.2632057885902255e-05,0.7163549147038992,MONC,T 0.5 @850,False
7287,500 m,q 0.0002 @500,996.4140244126232,0.1672144302083324,0.1670429102029515,420.5446827137162,2.091504769453971e-97,0.0,0.0,0.157004084006,-5.5220477522596406e-05,1.24106314471733,MONC,q 0.0002 @500,False
7370,500 m,q 0.0002 @850,996.4140244126232,0.2177989452296742,0.2175755382175452,494.30180546902307,1.6878080144201248e-90,0.0,0.0,0.09761085061277697,-4.770125080137845e-05,1.3590016183266584,MONC,q 0.0002 @850,False
7868,250 m,T 0.5 @412,996.4140244126232,0.1806002134857749,0.1804149630290794,325.06344233367366,-9.061505245247266e-93,0.0,0.0,-0.2221765910678,-3.5828172748859444e-05,0.7355547883193764,MONC,T 0.5 @412,False
7951,250 m,T 0.5 @500,996.4140244126232,0.1945599960763502,0.1943604263889824,337.53445285719505,2.1240560554064307e-93,0.0,0.0,-0.2718623397812,-2.620145944130567e-05,0.7328052409302614,MONC,T 0.5 @500,False
8034,250 m,T 0.5 @600,996.4140244126232,0.2040476539200994,0.2038383522788649,382.1023815943203,1.4528743206962468e-93,0.0,0.0,-0.25190772901930003,-3.226231689092787e-05,0.9002051332220588,MONC,T 0.5 @600,False
8117,250 m,T 0.5 @730,996.4140244126232,0.2635250945774032,0.2632547840211714,458.903339882795,1.0779590543165664e-92,0.0,0.0,-0.49776998202890005,-2.6806582102184312e-05,0.9954088746708007,MONC,T 0.5 @730,False
8200,250 m,T 0.5 @850,996.4140244126232,0.3453829100881193,0.3450286339738681,421.64129372533836,3.938349362859457e-93,0.0,0.0,-0.46904466010220003,5.600150026755903e-06,0.448534860464008,MONC,T 0.5 @850,False
8283,250 m,q 0.0002 @500,996.4140244126232,0.1776220560859656,0.1774398604706561,421.7953296283543,-7.200013980464246e-93,0.0,0.0,0.1101773163365,-4.185020636617969e-05,1.2069598469217908,MONC,q 0.0002 @500,False
8366,250 m,q 0.0002 @850,996.4140244126232,0.2336767043545933,0.2334370107495829,495.21230093635,5.455376909280757e-92,0.0,0.0,0.019559434736035955,-3.1594056972116704e-05,1.299242552589135,MONC,q 0.0002 @850,False
5876,1 km,T 0.5 @412,996.4140244126232,0.1491163638132206,0.1489634336046492,341.5060849905522,2.314568503315192e-90,0.0,0.0,-0.2337481611219,-1.99854123407601e-05,0.4303683496838317,MONC,T 0.5 @412,False
5959,1 km,T 0.5 @500,996.4140244126232,0.1595697699144693,0.1594061189403532,360.1388804755867,3.2973738947640873e-90,0.0,0.0,-0.293292454883,-2.3970241076398084e-05,0.9849761649014112,MONC,T 0.5 @500,False
6042,1 km,T 0.5 @600,996.4140244126232,0.1671155538346056,0.1669441640833611,413.4765722811568,4.300037038026138e-92,0.0,0.0,-0.2425879569946,-1.5906666855638926e-05,1.1999025426962646,MONC,T 0.5 @600,False
6125,1 km,T 0.5 @730,996.4140244126232,0.2226791274634365,0.2224507530279424,486.931302115817,6.9790215164276694e-90,0.0,0.0,-0.4092030755224,-2.4011157244586964e-05,1.2948266244116269,MONC,T 0.5 @730,False
6208,1 km,T 0.5 @850,996.4140244126232,0.3328943152445731,0.3325529067246861,437.0963700506305,-1.3132890550450338e-93,0.0,0.0,-0.49890245314329995,2.8866406100572916e-05,0.5613496509374442,MONC,T 0.5 @850,False
6706,1 km,q 0.0002 @412,996.4140244126232,0.1230323306588729,0.122906151616462,392.2302930042249,5.231842936251665e-92,0.0,0.0,-0.015652434314310758,-3.66539002878199e-05,1.3009114050028074,MONC,q 0.0002 @412,False
6789,1 km,q 0.0002 @500,996.4140244126232,0.1316505833399901,0.1315155656219531,428.8400229067459,1.3404655457769741e-92,0.0,0.0,0.034488639306972865,-3.712749935045506e-05,1.4344662635091223,MONC,q 0.0002 @500,False
6872,1 km,q 0.0002 @600,996.4140244126232,0.1411844161697786,0.141039620778713,433.025750423674,1.6579664283778229e-91,0.0,0.0,0.0770339849065077,-4.0828956390852116e-05,1.4108834166881363,MONC,q 0.0002 @600,False
6955,1 km,q 0.0002 @730,996.4140244126232,0.1807769576335545,0.1805915570702723,516.0217575646974,6.010655635082359e-90,0.0,0.0,0.08997513980177774,-3.114285137636847e-05,1.6190697050111424,MONC,q 0.0002 @730,False
7038,1 km,q 0.0002 @850,996.4140244126232,0.2087764688044444,0.2085623526061795,511.12982975771,9.859058255192798e-92,0.0,0.0,0.08993648394362094,-2.6216277773548196e-05,1.4680837658345067,MONC,q 0.0002 @850,False
4096,4 km,T 0.5 @412,990.0,0.23969069123268127,0.23897388577461243,446.461181640625,0.0,0.0,0.0,-0.21723075211048126,-0.001146059948951006,1.2348967111951512,WRF,T 0.5 @412,False
4187,4 km,T 0.5 @500,990.0,0.2316797524690628,0.23098613321781158,438.1388244628906,0.0,0.0,0.0,-0.04271230474114418,-0.0008410513401031494,1.2292816853861481,WRF,T 0.5 @500,False
4278,4 km,T 0.5 @600,990.0,0.22597770392894745,0.22530530393123627,436.4775695800781,0.0,0.0,0.0,-0.06316735595464706,-0.00046355780796147883,1.2477425009743641,WRF,T 0.5 @600,False
4369,4 km,T 0.5 @730,990.0,0.23013459146022797,0.22945451736450195,446.6302795410156,0.0,0.0,0.0,-0.37526580691337585,-0.0001699423009995371,1.2811313070478834,WRF,T 0.5 @730,False
4460,4 km,T 0.5 @850,990.0,0.23204006254673004,0.23136340081691742,477.6146240234375,0.0,0.0,0.0,-0.055667899549007416,0.00010132561146747321,1.4351357497267965,WRF,T 0.5 @850,False
5006,4 km,q 0.0002 @412,990.0,0.1812749207019806,0.18071353435516357,466.03814697265625,0.0,0.0,0.0,0.37050583958625793,-0.0011095773661509156,1.6168187876643858,WRF,q 0.0002 @412,False
5097,4 km,q 0.0002 @500,990.0,0.17558544874191284,0.17504282295703888,453.11566162109375,0.0,0.0,0.0,0.06733840703964233,-0.0011383774690330029,1.575711083787681,WRF,q 0.0002 @500,False
5188,4 km,q 0.0002 @600,990.0,0.16959497332572937,0.16907420754432678,446.4180603027344,0.0,0.0,0.0,0.06384868174791336,-0.000740266521461308,1.5690836595575473,WRF,q 0.0002 @600,False
5279,4 km,q 0.0002 @730,990.0,0.17698445916175842,0.176449254155159,447.14117431640625,0.0,0.0,0.0,0.10232573747634888,-0.00045358476927503943,1.5375448102434601,WRF,q 0.0002 @730,False
5370,4 km,q 0.0002 @850,990.0,0.17555482685565948,0.1750304251909256,437.1619567871094,0.0,0.0,0.0,0.2476673573255539,-0.0003203810192644596,1.4915801268100812,WRF,q 0.0002 @850,False
2276,100 m,T 0.5 @412,990.0,0.22847706079483032,0.22782331705093384,353.3768615722656,0.0,0.0,0.0,-0.7599794864654541,-0.00011060163524234667,0.8724957711611286,WRF,T 0.5 @412,False
2367,100 m,T 0.5 @500,990.0,,,,,,,,,,WRF,T 0.5 @500,False
2458,100 m,T 0.5 @600,990.0,,,,,,,,,,WRF,T 0.5 @600,False
2549,100 m,T 0.5 @730,990.0,,,,,,,,,,WRF,T 0.5 @730,False
2640,100 m,T 0.5 @850,990.0,0.2573927342891693,0.25665923953056335,384.51727294921875,0.0,0.0,0.0,-0.23011581599712372,-7.0516894083993975e-06,0.9056781036605999,WRF,T 0.5 @850,False
3186,100 m,q 0.0002 @412,990.0,0.1498488336801529,0.14942191541194916,364.055908203125,0.0,0.0,0.0,0.3222772479057312,-0.00010427324014017358,1.309755708512834,WRF,q 0.0002 @412,False
3277,100 m,q 0.0002 @500,990.0,,,,,,,,,,WRF,q 0.0002 @500,False
3368,100 m,q 0.0002 @600,990.0,,,,,,,,,,WRF,q 0.0002 @600,False
3459,100 m,q 0.0002 @730,990.0,,,,,,,,,,WRF,q 0.0002 @730,False
3550,100 m,q 0.0002 @850,990.0,0.18284659087657928,0.18232537806034088,347.353759765625,0.0,0.0,0.0,-0.44198012351989746,-9.977301670005545e-05,1.0585401237442762,WRF,q 0.0002 @850,False
456,1 km,T 0.5 @412,990.0,0.252854585647583,0.25209805369377136,446.10797119140625,0.0,0.0,0.0,-0.5310239791870117,-8.314496517414227e-05,1.177100404421783,WRF,T 0.5 @412,False
547,1 km,T 0.5 @500,990.0,0.24474094808101654,0.24401023983955383,428.6936950683594,0.0,0.0,0.0,-0.49784231185913086,-8.539242844562978e-05,1.1238795891543711,WRF,T 0.5 @500,False
638,1 km,T 0.5 @600,990.0,0.24361883103847504,0.2428949922323227,414.327880859375,0.0,0.0,0.0,-0.5164715051651001,-0.00010037358879344538,1.0528790221639792,WRF,T 0.5 @600,False
729,1 km,T 0.5 @730,990.0,0.241379976272583,0.2406672090291977,416.18267822265625,0.0,0.0,0.0,-0.5128929615020752,-5.3245526942191646e-05,1.0735025462078231,WRF,T 0.5 @730,False
820,1 km,T 0.5 @850,990.0,0.2604326009750366,0.25966954231262207,429.6527404785156,0.0,0.0,0.0,-0.40805569291114807,-6.093913907534443e-05,1.0533461637321107,WRF,T 0.5 @850,False
1366,1 km,q 0.0002 @412,990.0,0.19611558318138123,0.19551622867584229,467.2098693847656,0.0,0.0,0.0,0.09025753289461136,-7.842753984732553e-05,1.5632641294629366,WRF,q 0.0002 @412,False
1457,1 km,q 0.0002 @500,990.0,0.18319076299667358,0.18262915313243866,455.4761047363281,0.0,0.0,0.0,-0.01123116072267294,-0.00010015252337325364,1.5632646770961287,WRF,q 0.0002 @500,False
1548,1 km,q 0.0002 @600,990.0,0.18556515872478485,0.1850011795759201,438.0358581542969,0.0,0.0,0.0,0.007656235713511705,-8.306436939164996e-05,1.4588928079571108,WRF,q 0.0002 @600,False
1639,1 km,q 0.0002 @730,990.0,0.1861143708229065,0.18555408716201782,424.5140075683594,0.0,0.0,0.0,-0.027492161840200424,-4.0511054976377636e-05,1.3840323450815357,WRF,q 0.0002 @730,False
1730,1 km,q 0.0002 @850,990.0,0.19161202013492584,0.19103901088237762,425.3784484863281,0.0,0.0,0.0,-0.15917201340198517,-6.286236020969227e-05,1.362234833985936,WRF,q 0.0002 @850,False
7122,500 m,T 0.5 @500,989.2484027980132,0.1841318981364565,0.1835630584926661,352.4129199207681,9.144551891223057e-82,0.0,0.0,-0.2265548290729,-5.58982793591975e-05,0.8883700646771188,MONC,T 0.5 @500,False
7205,500 m,T 0.5 @850,989.2484027980132,0.3314368221344921,0.3304129126122461,463.8427542300522,1.1870093533755344e-88,0.0,0.0,-0.3875895183671,1.379508508959924e-05,0.7504552915962392,MONC,T 0.5 @850,False
7288,500 m,q 0.0002 @500,989.2484027980132,0.1729277379527047,0.1723935113799939,421.787519453046,1.947640787722291e-86,0.0,0.0,0.1566119481556,-6.210377384400897e-05,1.279900835180726,MONC,q 0.0002 @500,False
7371,500 m,q 0.0002 @850,989.2484027980132,0.2240987279342903,0.2234064185524289,497.15594283944495,1.6105116091700712e-85,0.0,0.0,0.09860235774028417,-5.411896699050436e-05,1.409922104421142,MONC,q 0.0002 @850,False
7869,250 m,T 0.5 @412,989.2484027980132,0.1818459650576187,0.1812841873588695,329.0578799268164,-2.9447479617409072e-81,0.0,0.0,-0.22633771999570002,-4.030073174833834e-05,0.788259167683023,MONC,T 0.5 @412,False
7952,250 m,T 0.5 @500,989.2484027980132,0.1973545187567538,0.1967448304013146,340.2760995759717,2.2276767980864582e-80,0.0,0.0,-0.2713384821506,-2.944447667277269e-05,0.7719773455086596,MONC,T 0.5 @500,False
8035,250 m,T 0.5 @600,989.2484027980132,0.2078804472395177,0.2072382410776754,385.1937781886611,-1.190434188481239e-80,0.0,0.0,-0.2474643001713,-3.588693737051243e-05,0.9445004148032012,MONC,T 0.5 @600,False
8118,250 m,T 0.5 @730,989.2484027980132,0.2668480336930088,0.2660236586553992,462.29539644296653,5.085905380614021e-73,0.0,0.0,-0.4792545567763,-3.0272050495847162e-05,1.0486394458613404,MONC,T 0.5 @730,False
8201,250 m,T 0.5 @850,989.2484027980132,0.3519101048751736,0.3508229471325989,425.0344852357983,-2.567538017066629e-76,0.0,0.0,-0.4374204928123,6.472517239755563e-06,0.4630256594073074,MONC,T 0.5 @850,False
8284,250 m,q 0.0002 @500,989.2484027980132,0.1813516296392094,0.1807913790934776,424.9775216341564,7.752621075180698e-78,0.0,0.0,0.1082863545425,-4.687103524609312e-05,1.26596288965753,MONC,q 0.0002 @500,False
8367,250 m,q 0.0002 @850,989.2484027980132,0.2382358247002116,0.2374998415106688,499.0245747044053,3.172962771172493e-75,0.0,0.0,0.024493009491393342,-3.5199820469827576e-05,1.3629465600599533,MONC,q 0.0002 @850,False
5877,1 km,T 0.5 @412,989.2484027980132,0.1513031526375812,0.150836708681652,346.1826123962374,3.5193069367259385e-77,0.0,0.0,-0.2247872520683,-2.2916510197951485e-05,0.4564821804448371,MONC,T 0.5 @412,False
5960,1 km,T 0.5 @500,989.2484027980132,0.1630088573180046,0.1625063265053086,363.9520670121658,1.808180141518084e-74,0.0,0.0,-0.28173162540589997,-2.7524833445537458e-05,1.0324043655127042,MONC,T 0.5 @500,False
6043,1 km,T 0.5 @600,989.2484027980132,0.1706454185278403,0.1701193453912424,418.6988849595678,3.654610882255728e-71,0.0,0.0,-0.2318225909138,-1.789336225093939e-05,1.262164745786592,MONC,T 0.5 @600,False
6126,1 km,T 0.5 @730,989.2484027980132,0.2265552800678278,0.2258568455723661,492.9263114766424,1.9057846575615168e-72,0.0,0.0,-0.3940480436867,-2.7548920539509543e-05,1.3653133330942353,MONC,T 0.5 @730,False
6209,1 km,T 0.5 @850,989.2484027980132,0.3366935210787573,0.3356555476117364,446.711001367321,-4.335876610628126e-80,0.0,0.0,-0.4978756636239,3.3809854655014444e-05,0.6302131948337859,MONC,T 0.5 @850,False
6707,1 km,q 0.0002 @412,989.2484027980132,0.1272061006674789,0.1268139441540938,396.2862606652208,3.692056269248529e-76,0.0,5.1263826516e-314,-0.0077876149682607615,-4.2578232684555656e-05,1.35551105241818,MONC,q 0.0002 @412,False
6790,1 km,q 0.0002 @500,989.2484027980132,0.1359526606912595,0.135533539901246,433.336216611714,6.06831345242436e-78,0.0,0.0,0.046794381992975614,-4.3094160771651686e-05,1.4958673212194924,MONC,q 0.0002 @500,False
6873,1 km,q 0.0002 @600,989.2484027980132,0.1458334361344668,0.145383854459169,436.83487479996154,9.727922494366875e-78,0.0,0.0,0.08770354114346918,-4.7354565578021646e-05,1.4670007559747518,MONC,q 0.0002 @600,False
6956,1 km,q 0.0002 @730,989.2484027980132,0.1857418725880961,0.1851692594447627,522.0075791723441,9.650223307222208e-74,0.0,0.0,0.09357951842355657,-3.587734414740086e-05,1.6943173861185414,MONC,q 0.0002 @730,False
7039,1 km,q 0.0002 @850,989.2484027980132,0.2134327973820973,0.2127748174483485,518.1794461708458,5.740094071800587e-75,0.0,0.0,0.09311594231735822,-3.0090217988783032e-05,1.5462254944792022,MONC,q 0.0002 @850,False
7123,500 m,T 0.5 @500,982.0079578339845,0.1842242392008302,0.1832683934435976,347.735664585814,8.605163867353246e-73,0.0,0.0,-0.21923405421519998,-6.361343975867831e-05,0.8928689265794957,MONC,T 0.5 @500,False
7206,500 m,T 0.5 @850,982.0079578339845,0.3293268664453421,0.3276181570518588,467.0990713457001,1.7781224043568507e-73,0.0,0.0,-0.3798352998684,1.5796971991550736e-05,0.8054914890495297,MONC,T 0.5 @850,False
7289,500 m,q 0.0002 @500,982.0079578339845,0.1741413382022756,0.1732378074834173,415.6843982166567,1.9479478044372727e-71,0.0,0.0,0.15788931757980001,-7.062391246233619e-05,1.2823189268618478,MONC,q 0.0002 @500,False
7372,500 m,q 0.0002 @850,982.0079578339845,0.2245958974220343,0.2234305836903445,493.1720486317559,1.0234269947924972e-69,0.0,0.0,0.1015893470961,-6.186468484971481e-05,1.431490314025325,MONC,q 0.0002 @850,False
7870,250 m,T 0.5 @412,982.0079578339845,0.1823973915315377,0.1814510243564768,328.5900821635188,-1.488683061200356e-67,0.0,0.0,-0.2301854828358,-4.5990221179058296e-05,0.8071625462689269,MONC,T 0.5 @412,False
7953,250 m,T 0.5 @500,982.0079578339845,0.1985427241974093,0.197512587113465,336.5381963329596,6.483516823111346e-68,0.0,0.0,-0.2720560372035,-3.355167456560121e-05,0.771014901097871,MONC,T 0.5 @500,False
8036,250 m,T 0.5 @600,982.0079578339845,0.209241709530147,0.2081560608600057,381.81011594799054,1.2596493602538638e-66,0.0,0.0,-0.2431104922973,-4.057514749397672e-05,0.9490420182456348,MONC,T 0.5 @600,False
8119,250 m,T 0.5 @730,982.0079578339845,0.2681419478809061,0.2667506958701437,456.70704124186466,4.029239495893577e-69,0.0,0.0,-0.4692009883893,-3.457799277892017e-05,1.0461495179966531,MONC,T 0.5 @730,False
8202,250 m,T 0.5 @850,982.0079578339845,0.3518688316061684,0.3500431634354299,426.0614718491435,9.120273783099376e-68,0.0,0.0,-0.4221270835983,7.702320863542567e-06,0.4883828487264736,MONC,T 0.5 @850,False
8285,250 m,q 0.0002 @500,982.0079578339845,0.1832063192510418,0.1822557549621137,421.3869951609634,-1.4382525519027125e-67,0.0,0.0,0.10941589821429999,-5.327789848511081e-05,1.274388698171407,MONC,q 0.0002 @500,False
8368,250 m,q 0.0002 @850,982.0079578339845,0.239824963929891,0.2385806343279455,495.7416150928981,5.616258583320774e-67,0.0,0.0,0.029984528450612523,-3.9767345363802424e-05,1.3781803990202803,MONC,q 0.0002 @850,False
5878,1 km,T 0.5 @412,982.0079578339845,0.1506491579741577,0.1498699351135996,347.5523132656928,2.4164823353776502e-67,0.0,-9.88e-321,-0.21757564810559998,-2.6383886098764884e-05,0.4833762920326876,MONC,T 0.5 @412,False
5961,1 km,T 0.5 @500,982.0079578339845,0.1626412673494996,0.161800016091945,364.9678835770515,4.59702090086711e-70,0.0,2.6832705e-317,-0.2725295559187,-3.173360935838977e-05,1.0734481256997557,MONC,T 0.5 @500,False
6044,1 km,T 0.5 @600,982.0079578339845,0.1704443715368597,0.1695627592361574,420.3737327964258,1.3287459616511255e-69,0.0,4.248965e-318,-0.2224642130342,-2.0230154439854776e-05,1.3127286892488144,MONC,T 0.5 @600,False
6127,1 km,T 0.5 @730,982.0079578339845,0.2266048700010401,0.2254327712160488,493.8549040428839,1.0796320534006913e-67,0.0,1.0706793084422932e-294,-0.3825509723707,-3.168401271631231e-05,1.4151006395292995,MONC,T 0.5 @730,False
6210,1 km,T 0.5 @850,982.0079578339845,0.3321792137383567,0.3304610386045965,458.9535661984367,7.778981443392313e-73,0.0,1.012479577623481e-302,-0.5027465639602,3.992759133662904e-05,0.741524425797067,MONC,T 0.5 @850,False
6708,1 km,q 0.0002 @412,982.0079578339845,0.1286932661572564,0.1280276087029506,397.5373985857491,7.531035612185937e-69,0.0,3.6712413830119164e-298,0.0004642127857269057,-4.959195671432283e-05,1.3971111376093577,MONC,q 0.0002 @412,False
6791,1 km,q 0.0002 @500,982.0079578339845,0.1373064562052377,0.1365962475918536,434.01596876255684,2.076005596939714e-61,0.0,7.457921e-317,0.05859438163913298,-5.016231306512539e-05,1.5393021220320406,MONC,q 0.0002 @500,False
